Id: 33, Name: Lit candle, EquipId: 0
Id: 491, Name: Rune pick head, EquipId: 48
Id: 492, Name: Axe handle, EquipId: 45
Id: 493, Name: Axe handle, EquipId: 45
Id: 494, Name: Broken axe, EquipId: 46
Id: 495, Name: Broken axe, EquipId: 46
Id: 496, Name: Broken axe, EquipId: 47
Id: 498, Name: Broken axe, EquipId: 48
Id: 500, Name: Broken axe, EquipId: 49
Id: 502, Name: Broken axe, EquipId: 50
Id: 504, Name: Broken axe, EquipId: 51
Id: 506, Name: Broken axe, EquipId: 52
Id: 508, Name: Bronze axe head, EquipId: 43
Id: 510, Name: Iron axe head, EquipId: 44
Id: 512, Name: Steel axe head, EquipId: 56
Id: 514, Name: Black axe head, EquipId: 57
Id: 516, Name: Mithril axe head, EquipId: 54
Id: 518, Name: Adamant axe head, EquipId: 55
Id: 520, Name: Rune axe head, EquipId: 59
Id: 524, Name: Enchanted bear, EquipId: 58
Id: 538, Name: Druid's robe, EquipId: 53
Id: 540, Name: Druid's robe, EquipId: 54
Id: 542, Name: Monk's bottoms, EquipId: 55
Id: 544, Name: Monk's robetop, EquipId: 56
Id: 546, Name: Shade robe, EquipId: 57
Id: 548, Name: Shade robe, EquipId: 58
Id: 552, Name: Ghostspeak amulet, EquipId: 59
Id: 569, Name: Fire orb, EquipId: 53
Id: 577, Name: Wizard robetop, EquipId: 60
Id: 579, Name: Wizard hat, EquipId: 61
Id: 581, Name: Black robetop, EquipId: 62
Id: 583, Name: Bailing bucket, EquipId: 63
Id: 585, Name: Bailing bucket, EquipId: 64
Id: 588, Name: Orbs of protection, EquipId: 67
Id: 589, Name: Gnome amulet, EquipId: 65
Id: 590, Name: Tinderbox, EquipId: 66
Id: 599, Name: Double helix, EquipId: 68
Id: 601, Name: Keep key, EquipId: 69
Id: 603, Name: Lens, EquipId: 70
Id: 605, Name: Bone key, EquipId: 71
Id: 607, Name: Tattered scroll, EquipId: 72
Id: 613, Name: Locating crystal, EquipId: 61
Id: 615, Name: Locating crystal, EquipId: 60
Id: 616, Name: Beads of the dead, EquipId: 67
Id: 617, Name: Coins, EquipId: 63
Id: 619, Name: Paramaya ticket, EquipId: 62
Id: 623, Name: Sword pommel, EquipId: 64
Id: 625, Name: Wampum belt, EquipId: 66
Id: 626, Name: Boots, EquipId: 68
Id: 628, Name: Boots, EquipId: 69
Id: 630, Name: Boots, EquipId: 70
Id: 632, Name: Boots, EquipId: 71
Id: 634, Name: Boots, EquipId: 72
Id: 636, Name: Robe top, EquipId: 73
Id: 638, Name: Robe top, EquipId: 74
Id: 640, Name: Robe top, EquipId: 75
Id: 642, Name: Robe top, EquipId: 76
Id: 644, Name: Robe top, EquipId: 77
Id: 646, Name: Robe bottoms, EquipId: 78
Id: 648, Name: Robe bottoms, EquipId: 79
Id: 650, Name: Robe bottoms, EquipId: 80
Id: 652, Name: Robe bottoms, EquipId: 81
Id: 654, Name: Robe bottoms, EquipId: 82
Id: 656, Name: Hat, EquipId: 83
Id: 658, Name: Hat, EquipId: 84
Id: 660, Name: Hat, EquipId: 85
Id: 662, Name: Hat, EquipId: 86
Id: 664, Name: Hat, EquipId: 87
Id: 667, Name: Blurite sword, EquipId: 88
Id: 673, Name: Rock sample 3, EquipId: 80
Id: 675, Name: Rock pick, EquipId: 89
Id: 677, Name: Panning tray, EquipId: 90
Id: 679, Name: Panning tray, EquipId: 77
Id: 681, Name: Zaros talisman, EquipId: 76
Id: 683, Name: Stamped letter, EquipId: 75
Id: 685, Name: Old boot, EquipId: 74
Id: 687, Name: Broken arrow, EquipId: 73
Id: 689, Name: Broken staff, EquipId: 88
Id: 690, Name: Broken glass, EquipId: 87
Id: 692, Name: Level 2 certificate, EquipId: 86
Id: 694, Name: Ceramic remains, EquipId: 85
Id: 696, Name: Invitation letter, EquipId: 84
Id: 698, Name: Broken armour, EquipId: 83
Id: 700, Name: Chemical powder, EquipId: 82
Id: 702, Name: Unidentified liquid, EquipId: 81
Id: 705, Name: Mixed chemicals, EquipId: 98
Id: 710, Name: Vase, EquipId: 100
Id: 711, Name: Book on chemicals, EquipId: 99
Id: 713, Name: Enjifern, EquipId: 97
Id: 717, Name: Scrawled note, EquipId: 91
Id: 718, Name: A scribbled note, EquipId: 92
Id: 719, Name: Scrumpled note, EquipId: 93
Id: 727, Name: Hollow reed, EquipId: 94
Id: 728, Name: Hollow reed, EquipId: 95
Id: 731, Name: Enchanted vial, EquipId: 96
Id: 732, Name: Holy water, EquipId: 97
Id: 740, Name: Blue hat, EquipId: 98
Id: 746, Name: Dark dagger, EquipId: 99
Id: 747, Name: Glowing dagger, EquipId: 100
Id: 751, Name: Gnomeball, EquipId: 101
Id: 753, Name: Cadava berries, EquipId: 94
Id: 757, Name: Book, EquipId: 96
Id: 758, Name: Key, EquipId: 95
Id: 760, Name: Key, EquipId: 92
Id: 761, Name: Scroll, EquipId: 93
Id: 763, Name: Broken shield, EquipId: 91
Id: 767, Name: Phoenix crossbow, EquipId: 102
Id: 768, Name: Phoenix crossbow, EquipId: 129
Id: 769, Name: Certificate, EquipId: 130
Id: 770, Name: Certificate, EquipId: 127
Id: 771, Name: Dramen branch, EquipId: 128
Id: 772, Name: Dramen staff, EquipId: 103
Id: 773, Name: 'perfect' ring, EquipId: 126
Id: 774, Name: 'perfect' necklace, EquipId: 104
Id: 775, Name: Cooking gauntlets, EquipId: 105
Id: 776, Name: Goldsmith gauntlet, EquipId: 106
Id: 777, Name: Chaos gauntlets, EquipId: 107
Id: 778, Name: Steel gauntlets, EquipId: 108
Id: 784, Name: Translation book, EquipId: 115
Id: 785, Name: Glough's journal, EquipId: 114
Id: 786, Name: Hazelmere's scroll, EquipId: 113
Id: 787, Name: Lumber order, EquipId: 112
Id: 789, Name: Twigs, EquipId: 111
Id: 790, Name: Twigs, EquipId: 110
Id: 791, Name: Twigs, EquipId: 109
Id: 792, Name: Twigs, EquipId: 122
Id: 793, Name: Daconia rock, EquipId: 121
Id: 794, Name: Invasion plans, EquipId: 120
Id: 795, Name: War ship, EquipId: 119
Id: 796, Name: Exploding vial, EquipId: 109
Id: 797, Name: Herb bowl, EquipId: 110
Id: 798, Name: Grinder, EquipId: 111
Id: 800, Name: Bronze thrownaxe, EquipId: 112
Id: 801, Name: Iron thrownaxe, EquipId: 113
Id: 802, Name: Steel thrownaxe, EquipId: 114
Id: 803, Name: Mithril thrownaxe, EquipId: 115
Id: 804, Name: Adamnt thrownaxe, EquipId: 116
Id: 805, Name: Rune thrownaxe, EquipId: 117
Id: 806, Name: Bronze dart, EquipId: 118
Id: 807, Name: Iron dart, EquipId: 119
Id: 808, Name: Steel dart, EquipId: 120
Id: 809, Name: Mithril dart, EquipId: 121
Id: 810, Name: Adamant dart, EquipId: 122
Id: 811, Name: Rune dart, EquipId: 123
Id: 812, Name: Bronze dart(p), EquipId: 124
Id: 813, Name: Iron dart(p), EquipId: 125
Id: 814, Name: Steel dart(p), EquipId: 126
Id: 815, Name: Mithril dart(p), EquipId: 127
Id: 816, Name: Adamant dart(p), EquipId: 128
Id: 817, Name: Rune dart(p), EquipId: 129
Id: 818, Name: Poisoned dart(p), EquipId: 130
Id: 822, Name: Mithril dart tip, EquipId: 102
Id: 824, Name: Rune dart tip, EquipId: 107
Id: 825, Name: Bronze javelin, EquipId: 131
Id: 826, Name: Iron javelin, EquipId: 132
Id: 827, Name: Steel javelin, EquipId: 133
Id: 828, Name: Mithril javelin, EquipId: 134
Id: 829, Name: Adamant javelin, EquipId: 135
Id: 830, Name: Rune javelin, EquipId: 136
Id: 831, Name: Bronze javelin(p), EquipId: 137
Id: 832, Name: Iron javelin(p), EquipId: 138
Id: 833, Name: Steel javelin(p), EquipId: 139
Id: 834, Name: Mithril javelin(p), EquipId: 140
Id: 835, Name: Adamant javelin(p), EquipId: 141
Id: 836, Name: Rune javelin(p), EquipId: 142
Id: 837, Name: Crossbow, EquipId: 143
Id: 839, Name: Longbow, EquipId: 144
Id: 841, Name: Shortbow, EquipId: 145
Id: 843, Name: Oak shortbow, EquipId: 146
Id: 845, Name: Oak longbow, EquipId: 147
Id: 847, Name: Willow longbow, EquipId: 148
Id: 849, Name: Willow shortbow, EquipId: 149
Id: 851, Name: Maple longbow, EquipId: 150
Id: 852, Name: Maple longbow, EquipId: 157
Id: 853, Name: Maple shortbow, EquipId: 151
Id: 855, Name: Yew longbow, EquipId: 152
Id: 856, Name: Yew longbow, EquipId: 161
Id: 857, Name: Yew shortbow, EquipId: 153
Id: 858, Name: Yew shortbow, EquipId: 159
Id: 859, Name: Magic longbow, EquipId: 154
Id: 860, Name: Magic longbow, EquipId: 165
Id: 861, Name: Magic shortbow, EquipId: 155
Id: 862, Name: Magic shortbow, EquipId: 163
Id: 863, Name: Iron knife, EquipId: 156
Id: 864, Name: Bronze knife, EquipId: 157
Id: 865, Name: Steel knife, EquipId: 158
Id: 866, Name: Mithril knife, EquipId: 159
Id: 867, Name: Adamant knife, EquipId: 160
Id: 868, Name: Rune knife, EquipId: 161
Id: 869, Name: Black knife, EquipId: 162
Id: 870, Name: Bronze knife(p), EquipId: 163
Id: 871, Name: Iron knife(p), EquipId: 164
Id: 872, Name: Steel knife(p), EquipId: 165
Id: 873, Name: Mithril knife(p), EquipId: 166
Id: 874, Name: Black knife(p), EquipId: 167
Id: 875, Name: Adamant knife(p), EquipId: 168
Id: 876, Name: Rune knife(p), EquipId: 169
Id: 878, Name: Bolts(p), EquipId: 152
Id: 880, Name: Pearl bolts, EquipId: 134
Id: 881, Name: Barbed bolts, EquipId: 133
Id: 882, Name: Bronze arrow, EquipId: 136
Id: 883, Name: Bronze arrow(p), EquipId: 135
Id: 884, Name: Iron arrow, EquipId: 138
Id: 885, Name: Iron arrow(p), EquipId: 137
Id: 886, Name: Steel arrow, EquipId: 140
Id: 887, Name: Steel arrow(p), EquipId: 139
Id: 888, Name: Mithril arrow, EquipId: 142
Id: 889, Name: Mithril arrow(p), EquipId: 141
Id: 891, Name: Adamant arrow(p), EquipId: 143
Id: 893, Name: Rune arrow(p), EquipId: 144
Id: 945, Name: Throwing rope, EquipId: 170
Id: 946, Name: Knife, EquipId: 171
Id: 952, Name: Spade, EquipId: 172
Id: 954, Name: Rope, EquipId: 173
Id: 962, Name: Christmas cracker, EquipId: 173
Id: 970, Name: Papyrus, EquipId: 174
Id: 971, Name: Papyrus, EquipId: 170
Id: 972, Name: Papyrus, EquipId: 175
Id: 973, Name: Charcoal, EquipId: 176
Id: 975, Name: Machete, EquipId: 177
Id: 1005, Name: White apron, EquipId: 178
Id: 1007, Name: Cape, EquipId: 179
Id: 1009, Name: Brass necklace, EquipId: 180
Id: 1011, Name: Blue skirt, EquipId: 181
Id: 1013, Name: Pink skirt, EquipId: 182
Id: 1015, Name: Black skirt, EquipId: 183
Id: 1017, Name: Wizard hat, EquipId: 184
Id: 1019, Name: Cape, EquipId: 185
Id: 1021, Name: Cape, EquipId: 186
Id: 1023, Name: Cape, EquipId: 187
Id: 1024, Name: Cape, EquipId: 192
Id: 1025, Name: Eye patch, EquipId: 188
Id: 1026, Name: Eye patch, EquipId: 193
Id: 1027, Name: Cape, EquipId: 189
Id: 1028, Name: Cape, EquipId: 194
Id: 1029, Name: Cape, EquipId: 190
Id: 1031, Name: Cape, EquipId: 191
Id: 1032, Name: Cape, EquipId: 188
Id: 1033, Name: Zamorak robe, EquipId: 192
Id: 1034, Name: Zamorak robe, EquipId: 189
Id: 1035, Name: Zamorak robe, EquipId: 193
Id: 1036, Name: Zamorak robe, EquipId: 190
Id: 1037, Name: Bunny ears, EquipId: 194
Id: 1038, Name: Red partyhat, EquipId: 195
Id: 1040, Name: Yellow partyhat, EquipId: 196
Id: 1042, Name: Blue partyhat, EquipId: 197
Id: 1044, Name: Green partyhat, EquipId: 198
Id: 1045, Name: Green partyhat, EquipId: 203
Id: 1046, Name: Purple partyhat, EquipId: 199
Id: 1047, Name: Purple partyhat, EquipId: 204
Id: 1048, Name: White partyhat, EquipId: 200
Id: 1050, Name: Santa hat, EquipId: 201
Id: 1052, Name: Cape of legends, EquipId: 202
Id: 1053, Name: Green h'ween mask, EquipId: 203
Id: 1054, Name: Green h'ween mask, EquipId: 200
Id: 1055, Name: Blue h'ween mask, EquipId: 204
Id: 1056, Name: Blue h'ween mask, EquipId: 210
Id: 1057, Name: Red h'ween mask, EquipId: 205
Id: 1058, Name: Red h'ween mask, EquipId: 209
Id: 1059, Name: Leather gloves, EquipId: 206
Id: 1060, Name: Leather gloves, EquipId: 212
Id: 1061, Name: Leather boots, EquipId: 207
Id: 1062, Name: Leather boots, EquipId: 211
Id: 1063, Name: Leather vambraces, EquipId: 208
Id: 1064, Name: Leather vambraces, EquipId: 206
Id: 1065, Name: Green d'hide vamb, EquipId: 209
Id: 1066, Name: Green d'hide vamb, EquipId: 205
Id: 1067, Name: Iron platelegs, EquipId: 210
Id: 1068, Name: Iron platelegs, EquipId: 208
Id: 1069, Name: Steel platelegs, EquipId: 211
Id: 1070, Name: Steel platelegs, EquipId: 207
Id: 1071, Name: Mithril platelegs, EquipId: 212
Id: 1073, Name: Adamant platelegs, EquipId: 213
Id: 1075, Name: Bronze platelegs, EquipId: 214
Id: 1077, Name: Black platelegs, EquipId: 215
Id: 1079, Name: Rune platelegs, EquipId: 216
Id: 1081, Name: Iron plateskirt, EquipId: 217
Id: 1083, Name: Steel plateskirt, EquipId: 218
Id: 1085, Name: Mithril plateskirt, EquipId: 219
Id: 1087, Name: Bronze plateskirt, EquipId: 220
Id: 1088, Name: Bronze plateskirt, EquipId: 176
Id: 1089, Name: Black plateskirt, EquipId: 221
Id: 1090, Name: Black plateskirt, EquipId: 177
Id: 1091, Name: Adamant plateskirt, EquipId: 222
Id: 1093, Name: Rune plateskirt, EquipId: 223
Id: 1095, Name: Leather chaps, EquipId: 224
Id: 1097, Name: Studded chaps, EquipId: 225
Id: 1099, Name: Green d'hide chaps, EquipId: 226
Id: 1101, Name: Iron chainbody, EquipId: 227
Id: 1103, Name: Bronze chainbody, EquipId: 228
Id: 1105, Name: Steel chainbody, EquipId: 229
Id: 1107, Name: Black chainbody, EquipId: 230
Id: 1109, Name: Mithril chainbody, EquipId: 231
Id: 1111, Name: Adamant chainbody, EquipId: 232
Id: 1113, Name: Rune chainbody, EquipId: 233
Id: 1115, Name: Iron platebody, EquipId: 234
Id: 1117, Name: Bronze platebody, EquipId: 235
Id: 1119, Name: Steel platebody, EquipId: 236
Id: 1120, Name: Steel platebody, EquipId: 179
Id: 1121, Name: Mithril platebody, EquipId: 237
Id: 1122, Name: Mithril platebody, EquipId: 178
Id: 1123, Name: Adamant platebody, EquipId: 238
Id: 1125, Name: Black platebody, EquipId: 239
Id: 1127, Name: Rune platebody, EquipId: 240
Id: 1129, Name: Leather body, EquipId: 241
Id: 1131, Name: Hardleather body, EquipId: 242
Id: 1133, Name: Studded body, EquipId: 243
Id: 1135, Name: Green d'hide body, EquipId: 244
Id: 1137, Name: Iron med helm, EquipId: 245
Id: 1139, Name: Bronze med helm, EquipId: 246
Id: 1141, Name: Steel med helm, EquipId: 247
Id: 1143, Name: Mithril med helm, EquipId: 248
Id: 1145, Name: Adamant med helm, EquipId: 249
Id: 1147, Name: Rune med helm, EquipId: 250
Id: 1149, Name: Dragon med helm, EquipId: 251
Id: 1151, Name: Black med helm, EquipId: 252
Id: 1153, Name: Iron full helm, EquipId: 253
Id: 1155, Name: Bronze full helm, EquipId: 254
Id: 1157, Name: Steel full helm, EquipId: 255
Id: 1159, Name: Mithril full helm, EquipId: 256
Id: 1161, Name: Adamant full helm, EquipId: 257
Id: 1163, Name: Rune full helm, EquipId: 258
Id: 1165, Name: Black full helm, EquipId: 259
Id: 1167, Name: Leather cowl, EquipId: 260
Id: 1168, Name: Leather cowl, EquipId: 261
Id: 1169, Name: Coif, EquipId: 261
Id: 1170, Name: Coif, EquipId: 262
Id: 1171, Name: Wooden shield, EquipId: 262
Id: 1172, Name: Wooden shield, EquipId: 263
Id: 1173, Name: Bronze sq shield, EquipId: 263
Id: 1174, Name: Bronze sq shield, EquipId: 264
Id: 1175, Name: Iron sq shield, EquipId: 264
Id: 1176, Name: Iron sq shield, EquipId: 265
Id: 1177, Name: Steel sq shield, EquipId: 265
Id: 1178, Name: Steel sq shield, EquipId: 266
Id: 1179, Name: Black sq shield, EquipId: 266
Id: 1180, Name: Black sq shield, EquipId: 267
Id: 1181, Name: Mithril sq shield, EquipId: 267
Id: 1182, Name: Mithril sq shield, EquipId: 268
Id: 1183, Name: Adamant sq shield, EquipId: 268
Id: 1185, Name: Rune sq shield, EquipId: 269
Id: 1187, Name: Dragon sq shield, EquipId: 270
Id: 1189, Name: Bronze kiteshield, EquipId: 271
Id: 1191, Name: Iron kiteshield, EquipId: 272
Id: 1193, Name: Steel kiteshield, EquipId: 273
Id: 1195, Name: Black kiteshield, EquipId: 274
Id: 1197, Name: Mithril kiteshield, EquipId: 275
Id: 1199, Name: Adamant kiteshield, EquipId: 276
Id: 1200, Name: Adamant kiteshield, EquipId: 278
Id: 1201, Name: Rune kiteshield, EquipId: 277
Id: 1202, Name: Rune kiteshield, EquipId: 277
Id: 1203, Name: Iron dagger, EquipId: 278
Id: 1204, Name: Iron dagger, EquipId: 280
Id: 1205, Name: Bronze dagger, EquipId: 279
Id: 1206, Name: Bronze dagger, EquipId: 279
Id: 1207, Name: Steel dagger, EquipId: 280
Id: 1208, Name: Steel dagger, EquipId: 282
Id: 1209, Name: Mithril dagger, EquipId: 281
Id: 1210, Name: Mithril dagger, EquipId: 281
Id: 1211, Name: Adamant dagger, EquipId: 282
Id: 1212, Name: Adamant dagger, EquipId: 284
Id: 1213, Name: Rune dagger, EquipId: 283
Id: 1214, Name: Rune dagger, EquipId: 283
Id: 1215, Name: Dragon dagger, EquipId: 284
Id: 1217, Name: Black dagger, EquipId: 285
Id: 1219, Name: Iron dagger(p), EquipId: 286
Id: 1221, Name: Bronze dagger(p), EquipId: 287
Id: 1223, Name: Steel dagger(p), EquipId: 288
Id: 1225, Name: Mithril dagger(p), EquipId: 289
Id: 1227, Name: Adamant dagger(p), EquipId: 290
Id: 1229, Name: Rune dagger(p), EquipId: 291
Id: 1231, Name: Dragon dagger(p), EquipId: 292
Id: 1232, Name: Dragon dagger(p), EquipId: 231
Id: 1233, Name: Black dagger(p), EquipId: 293
Id: 1234, Name: Black dagger(p), EquipId: 232
Id: 1235, Name: Poisoned dagger(p), EquipId: 294
Id: 1236, Name: Poisoned dagger(p), EquipId: 229
Id: 1237, Name: Bronze spear, EquipId: 295
Id: 1238, Name: Bronze spear, EquipId: 230
Id: 1239, Name: Iron spear, EquipId: 296
Id: 1240, Name: Iron spear, EquipId: 235
Id: 1241, Name: Steel spear, EquipId: 297
Id: 1242, Name: Steel spear, EquipId: 236
Id: 1243, Name: Mithril spear, EquipId: 298
Id: 1244, Name: Mithril spear, EquipId: 233
Id: 1245, Name: Adamant spear, EquipId: 299
Id: 1246, Name: Adamant spear, EquipId: 234
Id: 1247, Name: Rune spear, EquipId: 300
Id: 1249, Name: Dragon spear, EquipId: 301
Id: 1251, Name: Bronze spear(p), EquipId: 302
Id: 1253, Name: Iron spear(p), EquipId: 303
Id: 1255, Name: Steel spear(p), EquipId: 304
Id: 1257, Name: Mithril spear(p), EquipId: 305
Id: 1259, Name: Adamant spear(p), EquipId: 306
Id: 1261, Name: Rune spear(p), EquipId: 307
Id: 1263, Name: Dragon spear(p), EquipId: 308
Id: 1264, Name: Dragon spear(p), EquipId: 248
Id: 1265, Name: Bronze pickaxe, EquipId: 309
Id: 1266, Name: Bronze pickaxe, EquipId: 247
Id: 1267, Name: Iron pickaxe, EquipId: 310
Id: 1268, Name: Iron pickaxe, EquipId: 246
Id: 1269, Name: Steel pickaxe, EquipId: 311
Id: 1270, Name: Steel pickaxe, EquipId: 245
Id: 1271, Name: Adamant pickaxe, EquipId: 312
Id: 1272, Name: Adamant pickaxe, EquipId: 252
Id: 1273, Name: Mithril pickaxe, EquipId: 313
Id: 1274, Name: Mithril pickaxe, EquipId: 251
Id: 1275, Name: Rune pickaxe, EquipId: 314
Id: 1276, Name: Rune pickaxe, EquipId: 250
Id: 1277, Name: Bronze sword, EquipId: 315
Id: 1278, Name: Bronze sword, EquipId: 249
Id: 1279, Name: Iron sword, EquipId: 316
Id: 1280, Name: Iron sword, EquipId: 330
Id: 1281, Name: Steel sword, EquipId: 317
Id: 1282, Name: Steel sword, EquipId: 329
Id: 1283, Name: Black sword, EquipId: 318
Id: 1284, Name: Black sword, EquipId: 332
Id: 1285, Name: Mithril sword, EquipId: 319
Id: 1286, Name: Mithril sword, EquipId: 331
Id: 1287, Name: Adamant sword, EquipId: 320
Id: 1288, Name: Adamant sword, EquipId: 326
Id: 1289, Name: Rune sword, EquipId: 321
Id: 1290, Name: Rune sword, EquipId: 325
Id: 1291, Name: Bronze longsword, EquipId: 322
Id: 1292, Name: Bronze longsword, EquipId: 328
Id: 1293, Name: Iron longsword, EquipId: 323
Id: 1294, Name: Iron longsword, EquipId: 327
Id: 1295, Name: Steel longsword, EquipId: 324
Id: 1297, Name: Black longsword, EquipId: 325
Id: 1299, Name: Mithril longsword, EquipId: 326
Id: 1301, Name: Adamant longsword, EquipId: 327
Id: 1303, Name: Rune longsword, EquipId: 328
Id: 1305, Name: Dragon longsword, EquipId: 329
Id: 1307, Name: Bronze 2h sword, EquipId: 330
Id: 1309, Name: Iron 2h sword, EquipId: 331
Id: 1311, Name: Steel 2h sword, EquipId: 332
Id: 1312, Name: Steel 2h sword, EquipId: 345
Id: 1313, Name: Black 2h sword, EquipId: 333
Id: 1314, Name: Black 2h sword, EquipId: 346
Id: 1315, Name: Mithril 2h sword, EquipId: 334
Id: 1316, Name: Mithril 2h sword, EquipId: 347
Id: 1317, Name: Adamant 2h sword, EquipId: 335
Id: 1318, Name: Adamant 2h sword, EquipId: 348
Id: 1319, Name: Rune 2h sword, EquipId: 336
Id: 1320, Name: Rune 2h sword, EquipId: 341
Id: 1321, Name: Bronze scimitar, EquipId: 337
Id: 1322, Name: Bronze scimitar, EquipId: 342
Id: 1323, Name: Iron scimitar, EquipId: 338
Id: 1324, Name: Iron scimitar, EquipId: 343
Id: 1325, Name: Steel scimitar, EquipId: 339
Id: 1326, Name: Steel scimitar, EquipId: 344
Id: 1327, Name: Black scimitar, EquipId: 340
Id: 1329, Name: Mithril scimitar, EquipId: 341
Id: 1331, Name: Adamant scimitar, EquipId: 342
Id: 1333, Name: Rune scimitar, EquipId: 343
Id: 1335, Name: Iron warhammer, EquipId: 344
Id: 1337, Name: Bronze warhammer, EquipId: 345
Id: 1339, Name: Steel warhammer, EquipId: 346
Id: 1341, Name: Black warhammer, EquipId: 347
Id: 1343, Name: Mithril warhammer, EquipId: 348
Id: 1344, Name: Mithril warhammer, EquipId: 300
Id: 1345, Name: Addy warhammer, EquipId: 349
Id: 1346, Name: Addy warhammer, EquipId: 299
Id: 1347, Name: Rune warhammer, EquipId: 350
Id: 1348, Name: Rune warhammer, EquipId: 298
Id: 1349, Name: Iron axe, EquipId: 351
Id: 1350, Name: Iron axe, EquipId: 297
Id: 1351, Name: Bronze axe, EquipId: 352
Id: 1352, Name: Bronze axe, EquipId: 296
Id: 1353, Name: Steel axe, EquipId: 353
Id: 1354, Name: Steel axe, EquipId: 295
Id: 1355, Name: Mithril axe, EquipId: 354
Id: 1356, Name: Mithril axe, EquipId: 294
Id: 1357, Name: Adamant axe, EquipId: 355
Id: 1358, Name: Adamant axe, EquipId: 293
Id: 1359, Name: Rune axe, EquipId: 356
Id: 1361, Name: Black axe, EquipId: 357
Id: 1363, Name: Iron battleaxe, EquipId: 358
Id: 1365, Name: Steel battleaxe, EquipId: 359
